entity_type,country_code,account_currency,payment_method,local_clearing_system
PERSONAL,DE,CNY,SWIFT,
COMPANY,DE,CNY,SWIFT,
PERSONAL,HN,EUR,SWIFT,
COMPANY,HN,EUR,SWIFT,
PERSONAL,HN,NZD,SWIFT,
COMPANY,HN,NZD,SWIFT,
PERSONAL,HR,AUD,SWIFT,
COMPANY,HR,AUD,SWIFT,
PERSONAL,JO,CHF,SWIFT,
COMPANY,JO,CHF,SWIFT,
PERSONAL,JP,EUR,SWIFT,
COMPANY,JP,EUR,SWIFT,
PERSONAL,LK,CAD,SWIFT,
COMPANY,LK,CAD,SWIFT,
PERSONAL,MT,CNY,SWIFT,
COMPANY,MT,CNY,SWIFT,
PERSONAL,MU,CHF,SWIFT,
COMPANY,MU,CHF,SWIFT,
PERSONAL,NO,SGD,SWIFT,
COMPANY,NO,SGD,SWIFT,
PERSONAL,PH,CAD,SWIFT,
COMPANY,PH,CAD,SWIFT,
PERSONAL,PK,EUR,SWIFT,
COMPANY,PK,EUR,SWIFT,
PERSONAL,PT,JPY,SWIFT,
COMPANY,PT,JPY,SWIFT,
PERSONAL,SE,CAD,SWIFT,
COMPANY,SE,CAD,SWIFT,
PERSONAL,SG,USD,SWIFT,
COMPANY,SG,USD,SWIFT,
PERSONAL,SV,AUD,SWIFT,
COMPANY,SV,AUD,SWIFT,
PERSONAL,TJ,CNY,SWIFT,
COMPANY,TJ,CNY,SWIFT,
PERSONAL,TR,SGD,SWIFT,
COMPANY,TR,SGD,SWIFT,
PERSONAL,YT,CNY,SWIFT,
COMPANY,YT,CNY,SWIFT,
PERSONAL,AD,NZD,SWIFT,
COMPANY,AD,NZD,SWIFT,
PERSONAL,AL,CNY,SWIFT,
COMPANY,AL,CNY,SWIFT,
PERSONAL,AM,HKD,SWIFT,
COMPANY,AM,HKD,SWIFT,
PERSONAL,AM,CHF,SWIFT,
COMPANY,AM,CHF,SWIFT,
PERSONAL,AT,CHF,SWIFT,
COMPANY,AT,CHF,SWIFT,
PERSONAL,AU,AUD,SWIFT,
PERSONAL,AU,AUD,LOCAL,BANK_TRANSFER
PERSONAL,AU,AUD,LOCAL,BPAY
COMPANY,AU,AUD,SWIFT,
COMPANY,AU,AUD,LOCAL,BANK_TRANSFER
COMPANY,AU,AUD,LOCAL,BPAY
PERSONAL,BD,THB,SWIFT,
COMPANY,BD,THB,SWIFT,
PERSONAL,BE,NZD,SWIFT,
COMPANY,BE,NZD,SWIFT,
PERSONAL,BG,GBP,SWIFT,
COMPANY,BG,GBP,SWIFT,
PERSONAL,BO,USD,SWIFT,
COMPANY,BO,USD,SWIFT,
PERSONAL,CL,THB,SWIFT,
COMPANY,CL,THB,SWIFT,
PERSONAL,CR,HKD,SWIFT,
COMPANY,CR,HKD,SWIFT,
PERSONAL,DE,USD,SWIFT,
COMPANY,DE,USD,SWIFT,
PERSONAL,DK,NZD,SWIFT,
COMPANY,DK,NZD,SWIFT,
PERSONAL,DM,AUD,SWIFT,
COMPANY,DM,AUD,SWIFT,
PERSONAL,GD,GBP,SWIFT,
COMPANY,GD,GBP,SWIFT,
PERSONAL,GD,NZD,SWIFT,
COMPANY,GD,NZD,SWIFT,
PERSONAL,GE,NZD,SWIFT,
COMPANY,GE,NZD,SWIFT,
PERSONAL,IT,JPY,SWIFT,
COMPANY,IT,JPY,SWIFT,
PERSONAL,KE,CHF,SWIFT,
COMPANY,KE,CHF,SWIFT,
PERSONAL,KG,AUD,SWIFT,
COMPANY,KG,AUD,SWIFT,
PERSONAL,KR,GBP,SWIFT,
COMPANY,KR,GBP,SWIFT,
PERSONAL,KR,NZD,SWIFT,
COMPANY,KR,NZD,SWIFT,
PERSONAL,KZ,SGD,SWIFT,
COMPANY,KZ,SGD,SWIFT,
PERSONAL,KW,EUR,SWIFT,
COMPANY,KW,EUR,SWIFT,
PERSONAL,MK,THB,SWIFT,
COMPANY,MK,THB,SWIFT,
PERSONAL,MO,JPY,SWIFT,
COMPANY,MO,JPY,SWIFT,
PERSONAL,MV,AUD,SWIFT,
COMPANY,MV,AUD,SWIFT,
PERSONAL,NG,JPY,SWIFT,
COMPANY,NG,JPY,SWIFT,
PERSONAL,NP,CHF,SWIFT,
COMPANY,NP,CHF,SWIFT,
PERSONAL,PL,EUR,LOCAL SWIFT,
COMPANY,PL,EUR,LOCAL SWIFT,
PERSONAL,PL,CHF,SWIFT,
COMPANY,PL,CHF,SWIFT,
PERSONAL,PM,HKD,SWIFT,
COMPANY,PM,HKD,SWIFT,
PERSONAL,RO,EUR,LOCAL SWIFT,
COMPANY,RO,EUR,LOCAL SWIFT,
PERSONAL,RU,CHF,SWIFT,
COMPANY,RU,CHF,SWIFT,
PERSONAL,SC,CAD,SWIFT,
COMPANY,SC,CAD,SWIFT,
PERSONAL,SE,USD,SWIFT,
COMPANY,SE,USD,SWIFT,
PERSONAL,SG,THB,SWIFT,
COMPANY,SG,THB,SWIFT,
PERSONAL,TH,USD,SWIFT,
COMPANY,TH,USD,SWIFT,
PERSONAL,UG,USD,SWIFT,
COMPANY,UG,USD,SWIFT,
PERSONAL,US,SGD,SWIFT,
COMPANY,US,SGD,SWIFT,
PERSONAL,AZ,AUD,SWIFT,
COMPANY,AZ,AUD,SWIFT,
PERSONAL,BG,AUD,SWIFT,
COMPANY,BG,AUD,SWIFT,
PERSONAL,BZ,CNY,SWIFT,
COMPANY,BZ,CNY,SWIFT,
PERSONAL,CY,AUD,SWIFT,
COMPANY,CY,AUD,SWIFT,
PERSONAL,CY,GBP,SWIFT,
COMPANY,CY,GBP,SWIFT,
PERSONAL,CZ,JPY,SWIFT,
COMPANY,CZ,JPY,SWIFT,
PERSONAL,IE,USD,SWIFT,
COMPANY,IE,USD,SWIFT,
PERSONAL,IM,CNY,SWIFT,
COMPANY,IM,CNY,SWIFT,
PERSONAL,JP,CNY,SWIFT,
COMPANY,JP,CNY,SWIFT,
PERSONAL,KE,GBP,SWIFT,
COMPANY,KE,GBP,SWIFT,
PERSONAL,MY,CNY,SWIFT,
COMPANY,MY,CNY,SWIFT,
PERSONAL,NG,GBP,SWIFT,
COMPANY,NG,GBP,SWIFT,
PERSONAL,RS,GBP,SWIFT,
COMPANY,RS,GBP,SWIFT,
PERSONAL,SI,CNY,SWIFT,
COMPANY,SI,CNY,SWIFT,
PERSONAL,SM,NZD,SWIFT,
COMPANY,SM,NZD,SWIFT,
PERSONAL,TJ,AUD,SWIFT,
COMPANY,TJ,AUD,SWIFT,
PERSONAL,TJ,SGD,SWIFT,
COMPANY,TJ,SGD,SWIFT,
PERSONAL,UG,THB,SWIFT,
COMPANY,UG,THB,SWIFT,
PERSONAL,US,CAD,SWIFT,
COMPANY,US,CAD,SWIFT,
PERSONAL,VN,USD,SWIFT,
COMPANY,VN,USD,SWIFT,
PERSONAL,VU,JPY,SWIFT,
COMPANY,VU,JPY,SWIFT,
PERSONAL,AL,CAD,SWIFT,
COMPANY,AL,CAD,SWIFT,
PERSONAL,AU,NZD,SWIFT,
COMPANY,AU,NZD,SWIFT,
PERSONAL,BH,NZD,SWIFT,
COMPANY,BH,NZD,SWIFT,
PERSONAL,BR,JPY,SWIFT,
COMPANY,BR,JPY,SWIFT,
PERSONAL,CO,JPY,SWIFT,
COMPANY,CO,JPY,SWIFT,
PERSONAL,CR,USD,SWIFT,
COMPANY,CR,USD,SWIFT,
PERSONAL,CY,CAD,SWIFT,
COMPANY,CY,CAD,SWIFT,
PERSONAL,DO,USD,SWIFT,
COMPANY,DO,USD,SWIFT,
PERSONAL,FR,NZD,SWIFT,
COMPANY,FR,NZD,SWIFT,
PERSONAL,GE,EUR,SWIFT,
COMPANY,GE,EUR,SWIFT,
PERSONAL,HU,CNY,SWIFT,
COMPANY,HU,CNY,SWIFT,
PERSONAL,JM,CAD,SWIFT,
COMPANY,JM,CAD,SWIFT,
PERSONAL,JP,JPY,LOCAL SWIFT,
COMPANY,JP,JPY,LOCAL SWIFT,
PERSONAL,LI,USD,SWIFT,
COMPANY,LI,USD,SWIFT,
PERSONAL,ME,USD,SWIFT,
COMPANY,ME,USD,SWIFT,
PERSONAL,MK,CNY,SWIFT,
COMPANY,MK,CNY,SWIFT,
PERSONAL,PL,USD,SWIFT,
COMPANY,PL,USD,SWIFT,
PERSONAL,RU,CAD,SWIFT,
COMPANY,RU,CAD,SWIFT,
PERSONAL,US,CHF,SWIFT,
COMPANY,US,CHF,SWIFT,
PERSONAL,UY,EUR,SWIFT,
COMPANY,UY,EUR,SWIFT,
PERSONAL,AE,USD,SWIFT,
COMPANY,AE,USD,SWIFT,
PERSONAL,AT,USD,SWIFT,
COMPANY,AT,USD,SWIFT,
PERSONAL,BE,JPY,SWIFT,
COMPANY,BE,JPY,SWIFT,
PERSONAL,BE,USD,SWIFT,
COMPANY,BE,USD,SWIFT,
PERSONAL,BO,SGD,SWIFT,
COMPANY,BO,SGD,SWIFT,
PERSONAL,DO,CAD,SWIFT,
COMPANY,DO,CAD,SWIFT,
PERSONAL,GY,EUR,SWIFT,
COMPANY,GY,EUR,SWIFT,
PERSONAL,HK,USD,LOCAL,RTGS
PERSONAL,HK,USD,SWIFT,
COMPANY,HK,USD,SWIFT,
COMPANY,HK,USD,LOCAL,RTGS
PERSONAL,IN,EUR,SWIFT,
COMPANY,IN,EUR,SWIFT,
PERSONAL,IS,CAD,SWIFT,
COMPANY,IS,CAD,SWIFT,
PERSONAL,JE,AUD,SWIFT,
COMPANY,JE,AUD,SWIFT,
PERSONAL,JE,EUR,SWIFT,
COMPANY,JE,EUR,SWIFT,
PERSONAL,JE,SGD,SWIFT,
COMPANY,JE,SGD,SWIFT,
PERSONAL,KH,USD,SWIFT,
COMPANY,KH,USD,SWIFT,
PERSONAL,KR,CNY,SWIFT,
COMPANY,KR,CNY,SWIFT,
PERSONAL,LI,JPY,SWIFT,
COMPANY,LI,JPY,SWIFT,
PERSONAL,MK,SGD,SWIFT,
COMPANY,MK,SGD,SWIFT,
PERSONAL,MQ,JPY,SWIFT,
COMPANY,MQ,JPY,SWIFT,
PERSONAL,MV,NZD,SWIFT,
COMPANY,MV,NZD,SWIFT,
PERSONAL,MX,GBP,SWIFT,
COMPANY,MX,GBP,SWIFT,
PERSONAL,MX,SGD,SWIFT,
COMPANY,MX,SGD,SWIFT,
PERSONAL,MY,SGD,SWIFT,
COMPANY,MY,SGD,SWIFT,
PERSONAL,NA,USD,SWIFT,
COMPANY,NA,USD,SWIFT,
PERSONAL,NL,THB,SWIFT,
COMPANY,NL,THB,SWIFT,
PERSONAL,NO,HKD,SWIFT,
COMPANY,NO,HKD,SWIFT,
PERSONAL,NP,EUR,SWIFT,
COMPANY,NP,EUR,SWIFT,
PERSONAL,NZ,THB,SWIFT,
COMPANY,NZ,THB,SWIFT,
PERSONAL,PK,JPY,SWIFT,
COMPANY,PK,JPY,SWIFT,
PERSONAL,PK,CHF,SWIFT,
COMPANY,PK,CHF,SWIFT,
PERSONAL,PR,AUD,SWIFT,
COMPANY,PR,AUD,SWIFT,
PERSONAL,PR,CHF,SWIFT,
COMPANY,PR,CHF,SWIFT,
PERSONAL,RS,CNY,SWIFT,
COMPANY,RS,CNY,SWIFT,
PERSONAL,SA,CHF,SWIFT,
COMPANY,SA,CHF,SWIFT,
PERSONAL,SG,HKD,SWIFT,
COMPANY,SG,HKD,SWIFT,
PERSONAL,ZA,SGD,SWIFT,
COMPANY,ZA,SGD,SWIFT,
PERSONAL,AE,EUR,SWIFT,
COMPANY,AE,EUR,SWIFT,
PERSONAL,AL,SGD,SWIFT,
COMPANY,AL,SGD,SWIFT,
PERSONAL,AM,JPY,SWIFT,
COMPANY,AM,JPY,SWIFT,
PERSONAL,BG,THB,SWIFT,
COMPANY,BG,THB,SWIFT,
PERSONAL,BH,HKD,SWIFT,
COMPANY,BH,HKD,SWIFT,
PERSONAL,CW,HKD,SWIFT,
COMPANY,CW,HKD,SWIFT,
PERSONAL,CY,CNY,SWIFT,
COMPANY,CY,CNY,SWIFT,
PERSONAL,DM,GBP,SWIFT,
COMPANY,DM,GBP,SWIFT,
PERSONAL,DM,CHF,SWIFT,
COMPANY,DM,CHF,SWIFT,
PERSONAL,GD,SGD,SWIFT,
COMPANY,GD,SGD,SWIFT,
PERSONAL,GR,CNY,SWIFT,
COMPANY,GR,CNY,SWIFT,
PERSONAL,GY,HKD,SWIFT,
COMPANY,GY,HKD,SWIFT,
PERSONAL,HR,CHF,SWIFT,
COMPANY,HR,CHF,SWIFT,
PERSONAL,HU,NZD,SWIFT,
COMPANY,HU,NZD,SWIFT,
PERSONAL,IM,GBP,SWIFT,
COMPANY,IM,GBP,SWIFT,
PERSONAL,IM,SGD,SWIFT,
COMPANY,IM,SGD,SWIFT,
PERSONAL,IS,THB,SWIFT,
COMPANY,IS,THB,SWIFT,
PERSONAL,IT,HKD,SWIFT,
COMPANY,IT,HKD,SWIFT,
PERSONAL,IT,USD,SWIFT,
COMPANY,IT,USD,SWIFT,
PERSONAL,JE,USD,SWIFT,
COMPANY,JE,USD,SWIFT,
PERSONAL,JM,CHF,SWIFT,
COMPANY,JM,CHF,SWIFT,
PERSONAL,KE,EUR,SWIFT,
COMPANY,KE,EUR,SWIFT,
PERSONAL,LB,GBP,SWIFT,
COMPANY,LB,GBP,SWIFT,
PERSONAL,LB,NZD,SWIFT,
COMPANY,LB,NZD,SWIFT,
PERSONAL,MD,CNY,SWIFT,
COMPANY,MD,CNY,SWIFT,
PERSONAL,ME,CHF,SWIFT,
COMPANY,ME,CHF,SWIFT,
PERSONAL,MK,CHF,SWIFT,
COMPANY,MK,CHF,SWIFT,
PERSONAL,QA,CNY,SWIFT,
COMPANY,QA,CNY,SWIFT,
PERSONAL,SC,JPY,SWIFT,
COMPANY,SC,JPY,SWIFT,
PERSONAL,SE,CNY,SWIFT,
COMPANY,SE,CNY,SWIFT,
PERSONAL,SG,JPY,SWIFT,
COMPANY,SG,JPY,SWIFT,
PERSONAL,SI,HKD,SWIFT,
COMPANY,SI,HKD,SWIFT,
PERSONAL,SK,CNY,SWIFT,
COMPANY,SK,CNY,SWIFT,
PERSONAL,SK,SGD,SWIFT,
COMPANY,SK,SGD,SWIFT,
PERSONAL,TH,CAD,SWIFT,
COMPANY,TH,CAD,SWIFT,
PERSONAL,UY,NZD,SWIFT,
COMPANY,UY,NZD,SWIFT,
PERSONAL,YT,EUR,LOCAL SWIFT,
COMPANY,YT,EUR,LOCAL SWIFT,
PERSONAL,YT,NZD,SWIFT,
COMPANY,YT,NZD,SWIFT,
PERSONAL,AN,CNY,SWIFT,
COMPANY,AN,CNY,SWIFT,
PERSONAL,AN,JPY,SWIFT,
COMPANY,AN,JPY,SWIFT,
PERSONAL,AN,THB,SWIFT,
COMPANY,AN,THB,SWIFT,
PERSONAL,AZ,CAD,SWIFT,
COMPANY,AZ,CAD,SWIFT,
PERSONAL,BA,HKD,SWIFT,
COMPANY,BA,HKD,SWIFT,
PERSONAL,CA,JPY,SWIFT,
COMPANY,CA,JPY,SWIFT,
PERSONAL,ES,THB,SWIFT,
COMPANY,ES,THB,SWIFT,
PERSONAL,FI,SGD,SWIFT,
COMPANY,FI,SGD,SWIFT,
PERSONAL,FJ,CAD,SWIFT,
COMPANY,FJ,CAD,SWIFT,
PERSONAL,GT,HKD,SWIFT,
COMPANY,GT,HKD,SWIFT,
PERSONAL,GT,THB,SWIFT,
COMPANY,GT,THB,SWIFT,
PERSONAL,HU,SGD,SWIFT,
COMPANY,HU,SGD,SWIFT,
PERSONAL,ID,GBP,SWIFT,
COMPANY,ID,GBP,SWIFT,
PERSONAL,IL,USD,SWIFT,
COMPANY,IL,USD,SWIFT,
PERSONAL,IM,USD,SWIFT,
COMPANY,IM,USD,SWIFT,
PERSONAL,IN,CNY,SWIFT,
COMPANY,IN,CNY,SWIFT,
PERSONAL,JM,GBP,SWIFT,
COMPANY,JM,GBP,SWIFT,
PERSONAL,KZ,CAD,SWIFT,
COMPANY,KZ,CAD,SWIFT,
PERSONAL,KW,JPY,SWIFT,
COMPANY,KW,JPY,SWIFT,
PERSONAL,LK,THB,SWIFT,
COMPANY,LK,THB,SWIFT,
PERSONAL,ME,GBP,SWIFT,
COMPANY,ME,GBP,SWIFT,
PERSONAL,MO,HKD,SWIFT,
COMPANY,MO,HKD,SWIFT,
PERSONAL,MX,EUR,SWIFT,
COMPANY,MX,EUR,SWIFT,
PERSONAL,MX,JPY,SWIFT,
COMPANY,MX,JPY,SWIFT,
PERSONAL,MX,USD,SWIFT,
COMPANY,MX,USD,SWIFT,
PERSONAL,PH,CHF,SWIFT,
COMPANY,PH,CHF,SWIFT,
PERSONAL,PK,GBP,SWIFT,
COMPANY,PK,GBP,SWIFT,
PERSONAL,PR,USD,SWIFT,
COMPANY,PR,USD,SWIFT,
PERSONAL,QA,EUR,SWIFT,
COMPANY,QA,EUR,SWIFT,
PERSONAL,SC,GBP,SWIFT,
COMPANY,SC,GBP,SWIFT,
PERSONAL,SE,GBP,SWIFT,
COMPANY,SE,GBP,SWIFT,
PERSONAL,SG,AUD,SWIFT,
COMPANY,SG,AUD,SWIFT,
PERSONAL,SG,SGD,SWIFT,
PERSONAL,SG,SGD,LOCAL,FAST
PERSONAL,SG,SGD,LOCAL,GIRO
PERSONAL,SG,SGD,LOCAL,RTGS
COMPANY,SG,SGD,SWIFT,
COMPANY,SG,SGD,LOCAL,FAST
COMPANY,SG,SGD,LOCAL,GIRO
COMPANY,SG,SGD,LOCAL,RTGS
PERSONAL,SK,USD,SWIFT,
COMPANY,SK,USD,SWIFT,
PERSONAL,SM,AUD,SWIFT,
COMPANY,SM,AUD,SWIFT,
PERSONAL,UY,SGD,SWIFT,
COMPANY,UY,SGD,SWIFT,
PERSONAL,VU,CHF,SWIFT,
COMPANY,VU,CHF,SWIFT,
PERSONAL,AG,CNY,SWIFT,
COMPANY,AG,CNY,SWIFT,
PERSONAL,AU,CHF,SWIFT,
COMPANY,AU,CHF,SWIFT,
PERSONAL,BA,NZD,SWIFT,
COMPANY,BA,NZD,SWIFT,
PERSONAL,CR,SGD,SWIFT,
COMPANY,CR,SGD,SWIFT,
PERSONAL,DE,NZD,SWIFT,
COMPANY,DE,NZD,SWIFT,
PERSONAL,DM,SGD,SWIFT,
COMPANY,DM,SGD,SWIFT,
PERSONAL,GT,SGD,SWIFT,
COMPANY,GT,SGD,SWIFT,
PERSONAL,GY,USD,SWIFT,
COMPANY,GY,USD,SWIFT,
PERSONAL,IS,NZD,SWIFT,
COMPANY,IS,NZD,SWIFT,
PERSONAL,LT,CAD,SWIFT,
COMPANY,LT,CAD,SWIFT,
PERSONAL,LT,NZD,SWIFT,
COMPANY,LT,NZD,SWIFT,
PERSONAL,MY,CHF,SWIFT,
COMPANY,MY,CHF,SWIFT,
PERSONAL,NL,EUR,LOCAL SWIFT,
COMPANY,NL,EUR,LOCAL SWIFT,
PERSONAL,PK,HKD,SWIFT,
COMPANY,PK,HKD,SWIFT,
PERSONAL,PY,THB,SWIFT,
COMPANY,PY,THB,SWIFT,
PERSONAL,RS,THB,SWIFT,
COMPANY,RS,THB,SWIFT,
PERSONAL,TW,USD,SWIFT,
COMPANY,TW,USD,SWIFT,
PERSONAL,UA,SGD,SWIFT,
COMPANY,UA,SGD,SWIFT,
PERSONAL,AG,CAD,SWIFT,
COMPANY,AG,CAD,SWIFT,
PERSONAL,AG,THB,SWIFT,
COMPANY,AG,THB,SWIFT,
PERSONAL,AI,HKD,SWIFT,
COMPANY,AI,HKD,SWIFT,
PERSONAL,AW,CNY,SWIFT,
COMPANY,AW,CNY,SWIFT,
PERSONAL,AW,CHF,SWIFT,
COMPANY,AW,CHF,SWIFT,
PERSONAL,AZ,GBP,SWIFT,
COMPANY,AZ,GBP,SWIFT,
PERSONAL,AZ,SGD,SWIFT,
COMPANY,AZ,SGD,SWIFT,
PERSONAL,BA,THB,SWIFT,
COMPANY,BA,THB,SWIFT,
PERSONAL,BD,NZD,SWIFT,
COMPANY,BD,NZD,SWIFT,
PERSONAL,BZ,NZD,SWIFT,
COMPANY,BZ,NZD,SWIFT,
PERSONAL,BZ,CHF,SWIFT,
COMPANY,BZ,CHF,SWIFT,
PERSONAL,CA,GBP,SWIFT,
COMPANY,CA,GBP,SWIFT,
PERSONAL,DO,THB,SWIFT,
COMPANY,DO,THB,SWIFT,
PERSONAL,DZ,CHF,SWIFT,
COMPANY,DZ,CHF,SWIFT,
PERSONAL,EG,EUR,SWIFT,
COMPANY,EG,EUR,SWIFT,
PERSONAL,GI,CHF,SWIFT,
COMPANY,GI,CHF,SWIFT,
PERSONAL,GQ,CAD,SWIFT,
COMPANY,GQ,CAD,SWIFT,
PERSONAL,GQ,JPY,SWIFT,
COMPANY,GQ,JPY,SWIFT,
PERSONAL,GQ,USD,SWIFT,
COMPANY,GQ,USD,SWIFT,
PERSONAL,GR,AUD,SWIFT,
COMPANY,GR,AUD,SWIFT,
PERSONAL,GY,SGD,SWIFT,
COMPANY,GY,SGD,SWIFT,
PERSONAL,HR,JPY,SWIFT,
COMPANY,HR,JPY,SWIFT,
PERSONAL,KW,HKD,SWIFT,
COMPANY,KW,HKD,SWIFT,
PERSONAL,KW,USD,SWIFT,
COMPANY,KW,USD,SWIFT,
PERSONAL,LT,HKD,SWIFT,
COMPANY,LT,HKD,SWIFT,
PERSONAL,MO,THB,SWIFT,
COMPANY,MO,THB,SWIFT,
PERSONAL,MU,JPY,SWIFT,
COMPANY,MU,JPY,SWIFT,
PERSONAL,NP,THB,SWIFT,
COMPANY,NP,THB,SWIFT,
PERSONAL,NZ,SGD,SWIFT,
COMPANY,NZ,SGD,SWIFT,
PERSONAL,OM,GBP,SWIFT,
COMPANY,OM,GBP,SWIFT,
PERSONAL,PF,CAD,SWIFT,
COMPANY,PF,CAD,SWIFT,
PERSONAL,PF,CHF,SWIFT,
COMPANY,PF,CHF,SWIFT,
PERSONAL,PH,HKD,SWIFT,
COMPANY,PH,HKD,SWIFT,
PERSONAL,PR,SGD,SWIFT,
COMPANY,PR,SGD,SWIFT,
PERSONAL,RO,CHF,SWIFT,
COMPANY,RO,CHF,SWIFT,
PERSONAL,RU,GBP,SWIFT,
COMPANY,RU,GBP,SWIFT,
PERSONAL,SA,HKD,SWIFT,
COMPANY,SA,HKD,SWIFT,
PERSONAL,SA,USD,SWIFT,
COMPANY,SA,USD,SWIFT,
PERSONAL,SC,AUD,SWIFT,
COMPANY,SC,AUD,SWIFT,
PERSONAL,TW,THB,SWIFT,
COMPANY,TW,THB,SWIFT,
PERSONAL,AE,JPY,SWIFT,
COMPANY,AE,JPY,SWIFT,
PERSONAL,AU,THB,SWIFT,
COMPANY,AU,THB,SWIFT,
PERSONAL,BZ,HKD,SWIFT,
COMPANY,BZ,HKD,SWIFT,
PERSONAL,BZ,USD,SWIFT,
COMPANY,BZ,USD,SWIFT,
PERSONAL,DK,HKD,SWIFT,
COMPANY,DK,HKD,SWIFT,
PERSONAL,FI,EUR,LOCAL SWIFT,
COMPANY,FI,EUR,LOCAL SWIFT,
PERSONAL,FJ,GBP,SWIFT,
COMPANY,FJ,GBP,SWIFT,
PERSONAL,IE,CAD,SWIFT,
COMPANY,IE,CAD,SWIFT,
PERSONAL,KG,THB,SWIFT,
COMPANY,KG,THB,SWIFT,
PERSONAL,MQ,CNY,SWIFT,
COMPANY,MQ,CNY,SWIFT,
PERSONAL,NZ,JPY,SWIFT,
COMPANY,NZ,JPY,SWIFT,
PERSONAL,PF,EUR,SWIFT,
COMPANY,PF,EUR,SWIFT,
PERSONAL,PM,EUR,LOCAL SWIFT,
COMPANY,PM,EUR,LOCAL SWIFT,
PERSONAL,RU,THB,SWIFT,
COMPANY,RU,THB,SWIFT,
PERSONAL,SA,EUR,SWIFT,
COMPANY,SA,EUR,SWIFT,
PERSONAL,SA,THB,SWIFT,
COMPANY,SA,THB,SWIFT,
PERSONAL,SM,SGD,SWIFT,
COMPANY,SM,SGD,SWIFT,
PERSONAL,TN,CNY,SWIFT,
COMPANY,TN,CNY,SWIFT,
PERSONAL,TR,GBP,SWIFT,
COMPANY,TR,GBP,SWIFT,
PERSONAL,TR,NZD,SWIFT,
COMPANY,TR,NZD,SWIFT,
PERSONAL,TW,HKD,SWIFT,
COMPANY,TW,HKD,SWIFT,
PERSONAL,ZM,THB,SWIFT,
COMPANY,ZM,THB,SWIFT,
PERSONAL,AE,THB,SWIFT,
COMPANY,AE,THB,SWIFT,
PERSONAL,AI,GBP,SWIFT,
COMPANY,AI,GBP,SWIFT,
PERSONAL,AI,THB,SWIFT,
COMPANY,AI,THB,SWIFT,
PERSONAL,CL,USD,SWIFT,
COMPANY,CL,USD,SWIFT,
PERSONAL,CN,GBP,SWIFT,
COMPANY,CN,GBP,SWIFT,
PERSONAL,DK,USD,SWIFT,
COMPANY,DK,USD,SWIFT,
PERSONAL,EC,HKD,SWIFT,
COMPANY,EC,HKD,SWIFT,
PERSONAL,GB,NZD,SWIFT,
COMPANY,GB,NZD,SWIFT,
PERSONAL,GE,CAD,SWIFT,
COMPANY,GE,CAD,SWIFT,
PERSONAL,GQ,EUR,SWIFT,
COMPANY,GQ,EUR,SWIFT,
PERSONAL,HR,SGD,SWIFT,
COMPANY,HR,SGD,SWIFT,
PERSONAL,IN,JPY,SWIFT,
COMPANY,IN,JPY,SWIFT,
PERSONAL,IS,CNY,SWIFT,
COMPANY,IS,CNY,SWIFT,
PERSONAL,IT,CAD,SWIFT,
COMPANY,IT,CAD,SWIFT,
PERSONAL,LK,USD,SWIFT,
COMPANY,LK,USD,SWIFT,
PERSONAL,LT,THB,SWIFT,
COMPANY,LT,THB,SWIFT,
PERSONAL,LU,AUD,SWIFT,
COMPANY,LU,AUD,SWIFT,
PERSONAL,MU,CAD,SWIFT,
COMPANY,MU,CAD,SWIFT,
PERSONAL,NO,THB,SWIFT,
COMPANY,NO,THB,SWIFT,
PERSONAL,NZ,AUD,SWIFT,
COMPANY,NZ,AUD,SWIFT,
PERSONAL,OM,USD,SWIFT,
COMPANY,OM,USD,SWIFT,
PERSONAL,PA,CNY,SWIFT,
COMPANY,PA,CNY,SWIFT,
PERSONAL,PE,EUR,SWIFT,
COMPANY,PE,EUR,SWIFT,
PERSONAL,PF,AUD,SWIFT,
COMPANY,PF,AUD,SWIFT,
PERSONAL,PH,JPY,SWIFT,
COMPANY,PH,JPY,SWIFT,
PERSONAL,PM,CAD,SWIFT,
COMPANY,PM,CAD,SWIFT,
PERSONAL,RO,GBP,SWIFT,
COMPANY,RO,GBP,SWIFT,
PERSONAL,RS,HKD,SWIFT,
COMPANY,RS,HKD,SWIFT,
PERSONAL,RS,SGD,SWIFT,
COMPANY,RS,SGD,SWIFT,
PERSONAL,TN,CHF,SWIFT,
COMPANY,TN,CHF,SWIFT,
PERSONAL,US,CNY,SWIFT,
COMPANY,US,CNY,SWIFT,
PERSONAL,UZ,HKD,SWIFT,
COMPANY,UZ,HKD,SWIFT,
PERSONAL,YT,SGD,SWIFT,
COMPANY,YT,SGD,SWIFT,
PERSONAL,ZA,EUR,SWIFT,
COMPANY,ZA,EUR,SWIFT,
PERSONAL,BG,CHF,SWIFT,
COMPANY,BG,CHF,SWIFT,
PERSONAL,CA,USD,SWIFT,
COMPANY,CA,USD,SWIFT,
PERSONAL,CY,EUR,LOCAL SWIFT,
COMPANY,CY,EUR,LOCAL SWIFT,
PERSONAL,DK,GBP,SWIFT,
COMPANY,DK,GBP,SWIFT,
PERSONAL,DM,HKD,SWIFT,
COMPANY,DM,HKD,SWIFT,
PERSONAL,ES,EUR,LOCAL SWIFT,
COMPANY,ES,EUR,LOCAL SWIFT,
PERSONAL,FJ,CNY,SWIFT,
COMPANY,FJ,CNY,SWIFT,
PERSONAL,HU,HKD,SWIFT,
COMPANY,HU,HKD,SWIFT,
